Id,Lot Frontage,Lot Area,Overall Cond,Year Remod/Add,Mas Vnr Area,Exter Cond,Bsmt Qual,Bsmt Exposure,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Fireplace Qu,Garage Finish,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,SalePrice,TotalBathroom,isNew,Mas Vnr Type_BrkFace,Mas Vnr Type_Stone,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_Detchd,Garage Type_None,MS Zoning_FV,MS Zoning_RM,Neighborhood_Blmngtn,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Exterior 1st_AsbShng,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_BrkFace,Exterior 2nd_HdBoard,Exterior 2nd_Plywood,Exterior 2nd_Stucco,Exterior 2nd_Wd Shng,Foundation_BrkTil,Foundation_PConc,Foundation_Slab,MS SubClass_20,MS SubClass_30,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_80,MS SubClass_85,MS SubClass_120,MS SubClass_160,MS SubClass_190
1311,34.0,4571,5,1950,0.0,0,0.0,0,0.0,0.0,624.0,0,1344,4,1,0,1,513.0,0,0,96,0,0,0,0,5,98000,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
770,80.0,8816,6,1963,0.0,0,0.0,0,651.0,0.0,470.0,0,1121,3,1,0,1,480.0,0,80,0,0,0,0,0,6,139000,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2063,71.0,8197,5,1977,148.0,0,0.0,0,0.0,0.0,660.0,0,1285,3,1,3,2,528.0,138,0,0,0,0,0,0,4,143500,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,72.0,8640,5,2009,0.0,0,2.0,1,24.0,0.0,732.0,0,1547,3,1,0,1,614.0,169,45,0,0,0,0,0,6,215200,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2062,109.0,8724,5,1968,0.0,0,2.0,0,492.0,0.0,402.0,0,894,3,1,1,3,450.0,0,0,0,0,0,0,0,5,129000,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
351,40.0,5664,5,2000,0.0,0,2.0,0,1158.0,0.0,343.0,0,1659,2,1,5,3,499.0,212,59,0,0,0,0,0,10,278000,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2393,103.0,12867,5,2006,0.0,0,4.0,2,0.0,0.0,1209.0,0,2253,3,1,4,3,575.0,243,142,0,0,0,0,0,7,344133,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12,69.05520046484602,7980,7,2007,0.0,1,2.0,0,935.0,0.0,233.0,0,1187,3,1,0,3,420.0,483,21,0,0,0,0,500,3,185000,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2339,100.0,34650,5,1955,0.0,0,0.0,1,1056.0,0.0,0.0,0,1056,3,1,0,3,572.0,264,0,0,0,0,0,0,1,145000,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
624,92.0,10573,6,1961,3.0,0,0.0,0,1312.0,0.0,141.0,0,1453,3,1,3,2,530.0,0,49,0,0,288,0,0,4,187500,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,65.0,8450,8,2009,0.0,1,0.0,0,553.0,117.0,224.0,0,894,3,1,4,1,336.0,416,144,0,0,0,0,0,4,138500,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1534,69.05520046484602,11700,6,1995,0.0,0,0.0,0,606.0,0.0,336.0,0,1938,4,1,4,1,240.0,0,40,0,0,0,0,0,7,198000,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2243,75.0,8250,6,2006,0.0,1,0.0,0,0.0,0.0,957.0,0,1991,4,2,0,0,0.0,0,0,133,0,0,0,0,6,119600,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1957,60.0,8064,7,2006,0.0,1,0.0,1,0.0,0.0,672.0,0,924,3,1,1,1,576.0,0,0,0,0,0,0,2000,7,122900,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
380,80.0,9600,5,1981,0.0,0,2.0,0,1104.0,0.0,1420.0,0,2524,4,1,4,3,542.0,474,120,0,0,0,0,0,7,278000,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2860,69.05520046484602,11435,7,1950,0.0,0,2.0,0,0.0,0.0,792.0,0,1517,3,1,4,1,400.0,0,0,0,0,0,0,0,6,230000,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2517,30.0,9549,5,1996,0.0,1,2.0,2,437.0,1057.0,0.0,0,1494,2,1,4,3,481.0,0,30,0,0,216,0,0,4,270000,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1933,60.0,10950,6,1952,0.0,0,0.0,0,441.0,0.0,507.0,0,948,2,1,0,1,410.0,0,48,0,0,0,0,0,4,125000,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
820,79.0,10637,5,2008,336.0,0,4.0,3,1288.0,0.0,417.0,0,1718,3,1,4,2,826.0,208,44,0,0,0,0,0,9,297000,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
675,80.0,9000,6,1958,82.0,0,2.0,3,0.0,0.0,160.0,0,1142,2,1,4,2,384.0,0,28,64,0,0,0,0,4,113500,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2910,41.0,2665,6,1977,0.0,0,0.0,0,548.0,173.0,36.0,0,1475,4,1,3,2,336.0,104,26,0,0,0,0,0,7,127000,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
21,105.0,11751,6,1977,480.0,0,2.0,0,705.0,0.0,1139.0,0,1844,3,1,3,2,546.0,0,122,0,0,0,0,0,1,190000,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1873,80.0,9600,6,1973,320.0,0,0.0,0,916.0,0.0,326.0,0,1242,3,1,3,1,528.0,0,0,0,0,0,0,0,9,175500,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2125,60.0,8428,7,1994,0.0,1,2.0,0,420.0,0.0,570.0,0,990,3,1,0,1,384.0,256,0,0,0,0,0,0,7,146000,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1489,75.0,9937,6,1965,0.0,0,0.0,0,830.0,290.0,136.0,0,1256,3,1,0,3,276.0,736,68,0,0,0,0,0,6,147500,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2383,107.0,13891,5,2006,0.0,0,4.0,3,1386.0,0.0,690.0,0,2076,2,1,4,3,850.0,216,229,0,0,0,0,0,9,465000,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
983,69.05520046484602,9101,6,1978,104.0,1,2.0,2,1097.0,0.0,0.0,0,1110,1,1,3,3,602.0,303,30,0,0,0,0,0,7,165500,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1325,81.0,12150,5,1954,335.0,0,0.0,0,0.0,0.0,1050.0,0,1795,4,1,0,1,352.0,0,0,0,0,0,0,0,11,131500,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1378,70.0,11200,5,1965,0.0,0,0.0,0,906.0,0.0,134.0,0,1040,3,1,0,1,384.0,0,0,0,0,0,0,0,2,129500,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1537,100.0,9670,6,1950,40.0,0,0.0,0,210.0,0.0,398.0,0,1873,4,1,4,3,786.0,0,0,207,0,0,0,0,6,257076,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
905,60.0,10998,5,1960,0.0,0,0.0,0,408.0,420.0,156.0,0,1604,3,1,0,1,660.0,0,68,0,0,0,0,0,7,117000,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1532,60.0,7200,6,2000,0.0,-1,2.0,0,0.0,0.0,776.0,0,1502,3,1,4,2,270.0,0,0,112,0,0,0,0,2,149000,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
132,80.0,9920,5,1954,110.0,0,0.0,0,354.0,290.0,412.0,0,1063,3,1,0,2,280.0,0,0,164,0,0,0,0,2,128000,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1078,36.0,2448,5,2004,106.0,0,2.0,0,0.0,0.0,764.0,0,1626,2,1,0,2,474.0,0,27,0,0,0,0,0,10,155000,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2511,69.05520046484602,2998,5,2000,513.0,0,2.0,0,353.0,0.0,403.0,0,1524,2,1,0,1,440.0,0,32,0,0,0,0,0,6,166000,3.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
912,65.0,7804,3,1950,0.0,0,0.0,0,622.0,0.0,500.0,0,1981,4,1,3,1,576.0,431,44,0,0,0,0,0,12,135000,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2351,80.0,16692,5,1978,184.0,0,2.0,0,790.0,469.0,133.0,0,2784,5,1,3,2,564.0,0,112,0,0,440,519,2000,7,250000,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
330,21.0,1476,7,1970,0.0,0,0.0,0,176.0,0.0,370.0,0,1092,3,1,0,0,0.0,200,26,0,0,0,0,0,3,76000,2.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2586,75.0,10170,6,1951,522.0,0,0.0,0,0.0,0.0,216.0,0,1575,2,1,4,1,400.0,0,0,0,0,0,0,0,6,155000,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
224,80.0,9364,7,1969,143.0,0,0.0,0,371.0,0.0,292.0,0,1352,4,1,0,3,299.0,379,36,0,0,0,0,0,3,158000,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
98,24.0,2544,5,2005,0.0,0,2.0,0,368.0,42.0,190.0,0,1200,2,1,0,2,480.0,0,172,0,0,0,0,0,2,149500,4.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2565,82.0,9888,6,1975,0.0,1,0.0,0,486.0,0.0,450.0,0,936,2,1,0,1,240.0,0,0,160,0,0,0,0,3,121000,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1934,68.0,7942,7,1953,0.0,0,0.0,0,85.0,955.0,0.0,0,1040,3,1,0,3,293.0,0,0,0,0,0,0,0,6,136000,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
997,69.05520046484602,15038,5,1996,0.0,0,2.0,0,138.0,0.0,778.0,0,1636,3,1,3,3,386.0,168,84,0,0,0,0,0,11,173000,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
64,92.0,11764,7,2007,348.0,0,2.0,0,524.0,0.0,628.0,0,2270,4,1,4,3,671.0,132,57,0,0,0,0,0,4,290000,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1799,75.0,9000,5,2007,0.0,0,2.0,2,64.0,0.0,1120.0,0,2610,4,1,4,3,550.0,208,364,0,0,0,0,0,8,303477,3.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
