Id,SalePrice
1361,123211.0876
1677,96600.38805
1406,158911.5687
2322,239533.3569
688,149410.0101
143,142273.1969
804,197356.3496
1214,164586.9154
2828,154064.3912
1999,201520.3175
2467,207066.0179
2665,145336.01
1538,337761.723
398,125220.7718
2822,145457.0319
2157,153262.4854
1856,210691.4267
1269,96998.87318
2570,113845.8571
2320,210817.0226
1517,135046.6526
2304,126739.2384
1312,100950.6126
2012,126439.5699
506,247274.9747
2865,232757.6965
2367,86963.52573
554,61681.92331
238,144543.647
1954,109817.2608
2488,129633.5222
2291,60375.04992
1969,120559.9987
2725,190779.97
1482,160811.4163
2763,211427.1024
503,274948.055
1584,252752.0502
1531,139611.7538
2210,191287.682
459,298876.0252
556,125764.1558
1347,141582.1747
1290,52331.84372
1388,80200.38734
1571,246451.4101
2754,217440.6592
765,152595.1212
2494,119422.9796
2870,261206.7858
7,255608.4563
1114,258286.6105
2418,258501.6676
291,155819.5059
18,363887.4173
39,353614.6808
1001,300448.1928
2442,229886.271
616,112266.1227
2680,59279.52987
1414,120229.0973
289,166016.8936
40,259919.906
860,134582.5381
409,128051.1643
673,172879.6494
2427,166762.172
2036,202953.0751
2564,150695.4429
642,159979.8718
1008,187911.9844
1908,153572.0983
2519,177637.4339
1369,102144.1155
2855,154150.9774
712,83613.20027
1943,125373.9059
1958,125113.3355
107,149914.7834
2295,221986.999
704,87809.30193
676,121219.7949
259,186132.3492
93,277509.4622
106,229919.7891
2315,188958.8603
1050,99706.10015
1095,208566.732
2709,167325.8423
758,138186.7309
1496,158843.8424
2370,110818.5287
2458,294600.1358
2733,148938.1997
161,277815.4833
726,146295.9831
845,209879.3074
947,231061.301
2232,135042.0239
2563,141181.5115
2299,147117.1625
211,103880.0274
605,154423.1067
1478,200255.7319
2247,274523.4923
2274,245082.7388
2869,246877.2115
967,206336.9581
2656,139024.3207
667,218159.4196
1042,100229.4743
2023,160553.2834
2447,374843.1143
2055,109139.6594
2275,280902.5047
2204,161611.0608
1563,289765.1635
483,244177.9082
796,128577.5486
1526,172571.3978
2042,124267.1818
442,323257.1675
1693,323315.2991
1468,208415.856
1430,215078.2385
2605,171357.7499
1529,179077.5903
335,138035.1097
1287,121195.0123
31,95903.5207
1785,319837.236
82,182565.0605
2620,137841.2314
252,176381.3229
721,53902.15951
2165,186524.6974
2316,204352.4496
775,138331.7679
1558,104732.6231
17,188798.6923
1022,217000.8629
925,135746.4702
438,316913.8379
1270,136032.7524
1272,133848.9715
215,158864.6
266,224683.3854
2402,301550.6625
1250,141641.1828
1984,129076.727
1279,144192.9851
377,248514.4092
1252,153533.4316
2156,240599.8406
499,328372.1878
1374,120334.2994
2898,239151.675
401,113477.2366
2721,181475.853
2078,274949.5389
2589,116431.8195
1946,257781.1159
1334,124844.3023
2781,215686.4587
431,359783.5712
576,175419.3998
1474,199613.2116
2254,127466.856
2155,251071.1113
885,120518.515
643,127266.439
1944,117723.7964
480,197133.0403
2845,111742.712
2387,345884.9997
2407,225752.3939
2527,173036.7433
2514,148001.8416
629,148435.5357
80,193515.295
1876,143721.7578
1546,109662.7212
2518,180918.1966
2347,169574.0296
783,224881.5754
1322,62339.24727
194,88145.79319
1770,309307.2321
2143,131200.85
1229,227148.0688
511,278728.082
46,247189.5935
1348,151134.0307
2465,193884.6664
387,222188.508
873,227636.7164
1918,121246.5112
2764,216846.8174
2184,134472.9287
934,156312.583
1920,133508.3546
2631,140212.6391
1768,492061.2904
2040,125081.0677
1749,221844.7389
834,221163.9662
1457,224401.5505
79,110550.6247
2302,133091.2905
1817,148999.397
2755,225420.6918
359,181655.0302
2059,106874.3415
2092,232005.5354
2516,224788.0264
150,122594.7089
1656,152187.438
83,91870.11738
2411,184706.8768
795,68128.02462
2312,227465.2199
2917,97249.73063
1624,166662.7181
2215,301329.2074
1211,148068.3368
1485,174169.91
1024,190355.2073
570,212395.9161
2874,134829.2094
700,150971.0013
2756,210657.5736
2022,184855.6583
583,223409.6427
2392,332669.7518
2424,168412.432
212,98091.6106
736,137442.7907
1610,185986.5195
890,128769.81
467,180594.7166
578,202994.793
1747,180372.3547
1149,145321.4464
2758,246481.2021
857,137528.9813
2219,278756.9044
733,100935.3877
2909,134815.8627
1798,260245.1537
235,152188.0718
2366,119998.8113
1027,121619.2591
1195,132260.514
1303,62341.81713
148,194347.1491
608,167432.2631
2515,205686.6134
821,273911.0378
2500,256765.3825
745,100513.6186
741,132775.5893
1611,117110.4318
2532,126742.4241
1081,228372.3405
1692,413105.8852
2520,164772.6825
276,90266.48539
1992,141673.4401
663,50436.81199
418,96694.53419
1733,192763.5438
2359,136898.8382
253,188374.5835
1518,206705.4742
2035,147403.9527
2919,57344.46174
1540,233940.1868
2120,164108.0733
1674,172995.1617
256,131254.4674
2361,96588.88265
978,93085.31446
2280,172194.2371
2095,230654.0516
1709,360725.9177
2801,248043.5285
1246,108017.6961
2373,84936.25631
1055,300734.3748
2017,114283.548
1099,290377.0482
1344,77416.31574
835,226541.8629
1117,221437.073
2043,78248.56346
2085,101055.3204
410,151271.6093
2650,95727.73683
2867,180677.0761
1668,101281.6857
1161,163006.7926
2122,171601.8496
2539,152926.4153
1047,142489.1249
1445,150500.3951
541,139238.6319
569,228506.6159
1276,88356.93481
918,161413.7781
326,193110.239
1936,128611.6227
895,89290.52029
257,158279.4556
1241,180712.8735
1545,110444.2017
1189,168964.2563
270,151271.7128
2066,241180.9066
693,119581.3619
1259,161146.0547
2916,174493.0564
2321,272618.878
1977,107482.2271
1895,145250.3834
1240,155819.7029
85,146157.6565
1823,138315.473
825,280911.3624
110,230427.7525
697,133371.6523
2297,120670.0368
1231,136747.3507
1355,124219.6808
968,304818.6257
584,204196.5376
1315,131865.4051
1606,155603.9584
206,128467.0339
1685,346103.1655
2016,138532.3029
869,194755.553
2135,139750.9129
2346,201683.1985
2430,227765.0939
2198,82475.85932
2652,117625.4433
27,123262.415
241,166288.2267
906,116870.8366
1506,103417.5876
2098,339704.6479
1435,233288.4559
2213,160150.5223
1274,123341.067
743,53405.18898
1737,199035.234
2797,262061.7784
2185,59979.23887
58,174751.6848
830,204283.012
808,106689.1301
680,144129.6313
1153,94151.13811
1291,129525.3777
1818,160788.713
2161,182137.1695
1883,118955.689
350,372445.769
2473,140631.7965
295,200194.157
293,214785.0118
859,132974.9543
288,58185.21124
1578,170374.557
102,211076.1931
2831,147081.4328
1030,153508.3614
2551,140555.6646
1286,163559.8871
958,291703.3553
776,118796.1014
72,263472.3343
2263,254954.9102
1866,154019.3488
2876,69120.29057
2146,230199.2663
103,170746.1474
1500,150618.63
492,192183.9386
167,155138.0621
2597,110634.6323
2685,104458.9519
1035,164694.4284
1220,82262.35221
2602,153834.1713
2159,205711.6958
695,142847.4652
1109,277909.8208
640,185618.4503
1652,164220.1139
2090,137763.3919
1188,178693.6396
2345,215152.4448
1059,385376.0973
2751,203472.9173
128,218775.8974
1523,178214.6217
2925,176567.2984
2145,265627.8372
1121,198283.6156
566,268913.2444
565,265953.8727
1331,140417.5656
2928,122116.2731
156,145419.0858
797,151735.2752
327,76804.34373
2859,151157.709
1453,122312.2899
1762,336595.9038
1868,194970.6709
1760,188407.3644
1113,232548.2369
1812,190115.1535
117,146455.0468
1142,219037.4911
2342,385994.0525
927,175624.6735
2478,193515.8044
655,86907.77661
2064,116069.2227
369,320780.5784
2239,117802.7159
2732,211113.4217
1653,166663.8845
959,240470.9009
2395,343795.5935
1412,111515.2205
271,230290.4401
1484,165745.206
1497,170528.866
552,157253.0061
2,130447.7002
1855,279797.2909
4,234679.8377
2292,162934.4482
134,151354.6365
646,121847.606
42,308236.9356
532,218598.0717
713,83936.92711
2561,130163.971
2360,128799.2736
1333,119736.2983
1407,229807.4757
2892,296256.1761
574,210490.2397
1227,187481.831
2591,207106.4858
1476,206035.7101
1125,276137.3553
1446,155812.5581
408,130706.5614
1101,302709.0291
2251,208687.3983
373,170141.2582
2554,145997.9918
2382,291146.8457
1985,85120.68287
519,240844.2505
1093,209797.941
864,244483.7379
2889,155904.2057
2308,213052.4585
986,151938.2193
1302,136141.052
585,145022.4911
2708,142446.0866
147,127704.981
1441,218627.9368
383,183619.7974
285,164290.771
181,101264.9623
358,192938.9768
780,185302.7197
258,191698.1978
1865,222467.2407
692,117713.4999
2902,312903.1744
508,246371.6654
2638,135865.9335
36,145086.6459
611,174013.2646
2281,157609.6253
1678,91589.58823
1696,417063.2594
1557,95601.7215
2180,169077.8854
1726,226935.3656
951,132571.086
267,219091.1829
2706,144135.2226
2221,256252.0671
1357,167750.2939
2901,298201.0195
347,175171.2975
2164,194607.9188
1586,289229.0933
360,162349.3883
1769,265485.1984
2617,157180.2308
1879,125586.343
991,245470.3108
1535,114572.8458
1191,128141.292
1579,222792.8419
1882,16895.65501
1510,141050.7859
2196,172718.1355
1845,194024.3434
2336,388644.5182
942,100026.4627
861,151208.7304
2555,123452.06
1392,189225.0164
2099,259888.6491
1543,118590.6708
948,271066.8721
1239,186410.8958
22,182519.8803
2796,226809.48
2747,183592.0383
92,286653.9801
210,184875.5608
1858,189499.4647
2228,146018.2452
447,261278.621
827,238603.5905
1649,214697.3808
682,148666.2153
2698,91283.45013
494,158369.6174
214,95751.9361
2441,237797.9666
2679,107723.0141
1336,114730.3074
465,179344.7837
1524,153350.0771
2543,115126.9437
631,142748.3001
2452,327195.7483
228,162304.6381
126,150945.773
1092,247764.3438
1122,214732.7851
932,226896.0492
1980,96843.89851
2171,112038.3408
551,169431.7232
2768,174944.1058
2056,103951.5089
1159,349036.1413
2645,140933.7478
1174,177325.0847
2266,201792.0949
2462,332095.7255
1219,143232.9839
2922,165667.6078
118,149157.9568
474,157042.0766
2576,142300.4923
872,276178.0019
1077,226406.8277
1536,166668.5054
1150,128059.1885
2341,346873.0357
1931,152937.1128
2785,158185.8379
2538,120110.4978
597,203320.2651
464,213361.5659
233,223256.3483
2169,142136.6376
2123,176312.9082
1867,190041.5693
137,271287.1133
515,247806.1071
933,97630.35401
2784,157059.7268
972,185885.8742
599,178370.0198
2614,116690.556
2582,161292.8202
1409,186490.3505
175,111454.7343
352,266404.6091
976,121881.1665
2134,182968.9193
984,93489.48746
2396,341779.6022
1673,143428.5857
404,119403.7454
607,184679.0086
814,181512.2848
868,182224.2208
2271,226057.1499
1633,268028.9544
337,181461.1471
2765,199618.027
1746,236511.5849
368,360681.8378
2806,191126.2842
1662,175501.234
1234,211166.8408
1373,122921.2653
1672,118038.243
1939,123322.2491
